0,2004187500,Tue Jun 02 07:48:33 PDT 2009,NO_QUERY,johnnydoyle123,&quot;Air France&quot; ....   hope there ok .. thoughts are with the familys
4,2068927521,Sun Jun 07 14:57:24 PDT 2009,NO_QUERY,mariaspinola,@PeterKretzman  There is some missunderstanding of what #cloudcomputing really is...
4,1882214453,Fri May 22 06:27:21 PDT 2009,NO_QUERY,NeysaM,My Hispanic mother taught me about anticipation: deja que lleguemos a casa cono!!  
0,2261678532,Sat Jun 20 21:10:11 PDT 2009,NO_QUERY,alexarittman,dealing with friend dramaa... helpp 
4,1997581480,Mon Jun 01 17:05:57 PDT 2009,NO_QUERY,CassieMusicBlog,Band of the week coming soon... - I still have no clue who itsâ¦ but its coming  http://tumblr.com/xpy1xczfl
4,2185690658,Mon Jun 15 17:45:40 PDT 2009,NO_QUERY,destiefaye89,I just dusted chris 
0,1956922337,Thu May 28 23:02:16 PDT 2009,NO_QUERY,zch,@hagnas I don't think it's even possible to be an IE veteran. I notice new glitches each and every time 
4,2000722303,Mon Jun 01 22:47:40 PDT 2009,NO_QUERY,pleasurekitten,@venusflesh you're so sweet! Thank u so much! 
0,1468569419,Tue Apr 07 02:28:21 PDT 2009,NO_QUERY,jules_shorty,@garcevisage  Aww did your mic work at all?
0,1677705348,Sat May 02 03:32:15 PDT 2009,NO_QUERY,mortezanumb,Baz ham oonjuri shodam...  be sheddat donbale sange sabooram!
0,1982972673,Sun May 31 12:15:33 PDT 2009,NO_QUERY,punkrocker20706,"@Carlablah I know! I feel bad, I hardly keep in tocuh anymore.  I'm sorry! But how is everything?"
4,2186502308,Mon Jun 15 18:56:00 PDT 2009,NO_QUERY,Quimo,@DonnieWahlberg That's right!!!  We Thank You for even coming back to us 
4,2059814142,Sat Jun 06 17:41:23 PDT 2009,NO_QUERY,goodsirdavid,@kabukitty Sure! Once I've finished writing it. 
0,2001332959,Tue Jun 02 00:32:41 PDT 2009,NO_QUERY,ComaTrust,"Wah, Amanda Palmer didnt put my picture in the new email. unloved "
4,1833782556,Mon May 18 00:26:33 PDT 2009,NO_QUERY,StDAY,"Going to sleep. Pretty exhausted. Wish I didn't have school in the morning. But I do. Goodnight, twitsville. "
4,2001884518,Tue Jun 02 02:24:42 PDT 2009,NO_QUERY,ayubella,hate that i love you  I LOVE THAT SONG 
0,1754969176,Sun May 10 07:54:18 PDT 2009,NO_QUERY,burbujaspy,i have 6 down subjects 
0,2186193477,Mon Jun 15 18:29:23 PDT 2009,NO_QUERY,Karee18,Sitting in class ... 
4,1834748638,Mon May 18 04:04:23 PDT 2009,NO_QUERY,labeef,@MegzFox so how was your birthday gorgeous? 
4,1753806661,Sun May 10 03:33:05 PDT 2009,NO_QUERY,sexychina410,@youngnatho LOL.  **BLows Kiss** did u Catch it daddY ??.. neways im chillin hun and u i see u up early have u been a sleep
0,1753531693,Sun May 10 02:06:38 PDT 2009,NO_QUERY,ponyy,@histapleface what's his picture batch!! I can't see it 
0,1564980406,Mon Apr 20 05:32:52 PDT 2009,NO_QUERY,sparshgupta,Potato Cakes in Grill triggered the fire alarm @ brkfast time 
4,1753400529,Sun May 10 01:27:16 PDT 2009,NO_QUERY,youlovealyssa,Love my mommy happy mothers day 
4,1556723531,Sun Apr 19 00:02:40 PDT 2009,NO_QUERY,inna1510,"finally having a rest  crazy, busy day!"
0,2284953349,Mon Jun 22 14:31:21 PDT 2009,NO_QUERY,urbanpeach,So not looking forward to four classes for summer 
0,1975381173,Sat May 30 15:02:19 PDT 2009,NO_QUERY,nina_serafina85,that ish real messed up my day. 
4,1975894225,Sat May 30 16:07:57 PDT 2009,NO_QUERY,crisbylim,"was watching tv, will probably do that all day.. thoughtless now, will check facebook.. Grab something to eat "
0,2001206754,Tue Jun 02 00:09:31 PDT 2009,NO_QUERY,itscasibaby,@BananasGoRound okay 
4,1822974861,Sat May 16 20:49:22 PDT 2009,NO_QUERY,ciaobella50,@labeborris Hey new twitter friends...what's up....where are you at?  
4,1835008044,Mon May 18 04:52:43 PDT 2009,NO_QUERY,thepushbikekid,comments on chafing cream - an excuse for fat people to become acceptable. 
0,2064465315,Sun Jun 07 06:20:27 PDT 2009,NO_QUERY,HannaHolm,my throat hurts sooo bad! poor meee 
4,2176882202,Mon Jun 15 04:58:42 PDT 2009,NO_QUERY,BlokesLib,@aussie_at_heart LOL Well I believe the perfect woman does exist. The odds are in my favour  For all I know that may be you 
0,1956181298,Thu May 28 21:20:49 PDT 2009,NO_QUERY,loquaciousmuse,@loquaciousmuse clarification: too difficult to play in story mode cause @timothyreese started a harder game than I can handle 
4,1961184350,Fri May 29 09:06:41 PDT 2009,NO_QUERY,galleysmith,@bookish_type you're an icon now.  It's very difficult to achieve the heights of &quot;Mc&quot;status.  Congratulations 
4,1956055209,Thu May 28 21:06:10 PDT 2009,NO_QUERY,sophiamdaly,"@billyraycyrus yay can't wait for more new episodes  also loved your song back to Tennessee in the hannah movie, so catchy!! "
4,2013592127,Tue Jun 02 23:03:29 PDT 2009,NO_QUERY,cynthesisofcrap,men vs. wild was hilarious tonight!! Will Ferrell is awesome 
0,2217111194,Wed Jun 17 20:24:30 PDT 2009,NO_QUERY,joeysmcintyre,@miss_tattoo i have a pic but it is insanely blurry 
4,2016383471,Wed Jun 03 06:40:56 PDT 2009,NO_QUERY,SEEMoRECaKE,@Eva_Plush awww well next time wake up a little bit earlier so you can eat because breakfast is the most important meal of the day 
4,1976062612,Sat May 30 16:30:20 PDT 2009,NO_QUERY,MarySaysHello,"@LexisLove me too homie :| nervous, that is. Not hungry  lol."
0,2245409063,Fri Jun 19 16:05:29 PDT 2009,NO_QUERY,nick_sponge,@maeeyah ac tually that was mean.  poor rob. or w/e. idk.. ONLY 25 MORE DAYS BEFORE IM THERE!!! or 24 for you. cuz you're always ahead &gt;_&lt;
4,1982856216,Sun May 31 12:02:09 PDT 2009,NO_QUERY,busch18baby,@RowdyQueenie @MrsFabGirl  plus he is cute 
0,2239333053,Fri Jun 19 08:24:55 PDT 2009,NO_QUERY,shalyceklimetz,Well stopped to potty and the car won't crank. Timing belt broke. This is not good at all! 
4,2054642722,Sat Jun 06 07:47:34 PDT 2009,NO_QUERY,cpearson1990,Now on way back to Wisbeckistan. Bye everyone. Bye @jrstanley. Love you 
0,2301159274,Tue Jun 23 15:04:36 PDT 2009,NO_QUERY,nannimessias,"@victoroliveira PUTAQUEPARIL, boa sorte on that "
4,1565198500,Mon Apr 20 06:09:40 PDT 2009,NO_QUERY,jordanneashley,cannot focus on this french paper for the life of her.. and its due in about 2 hours.. anyone wanna get coffee?? 
4,2067452676,Sun Jun 07 12:22:09 PDT 2009,NO_QUERY,nileylovex,"@Starstrukk09 AW  ew, to nick and selena. but yay for nick and miley! oh! and today is the event where they first met three years ago. "
4,1754061603,Sun May 10 04:48:15 PDT 2009,NO_QUERY,jadehansen,@AislinnPeters don't think i replied to you a while back!! my bad!! you ok?? i need your number so i can ring you from mcfly!!  xxxxxxxxxx
0,1974317134,Sat May 30 12:52:57 PDT 2009,NO_QUERY,TinkerSurf,super bummed!.. a fun little right came up as the tide came in.. I didn't bring a board  lesson learned
4,2064262575,Sun Jun 07 05:45:18 PDT 2009,NO_QUERY,mamasvan,@dannybelize Nope.  Just relax and enjoy the day.  
0,1559898350,Sun Apr 19 12:19:48 PDT 2009,NO_QUERY,punkie331,@Flyerscute  awwwwwwwww rest!!! im entertained! im heated but entertained
4,1973898468,Sat May 30 12:02:57 PDT 2009,NO_QUERY,calebfinley,Going to see Up in 3D with some friends   i love 3D 
0,2062842854,Sun Jun 07 00:29:14 PDT 2009,NO_QUERY,prettyboib07,@LivingD0LL no homo but wut type of gurl would u be involved wit? Damn u should be in LA this month 4 this pool party 
0,2222365019,Thu Jun 18 06:52:51 PDT 2009,NO_QUERY,floinalbion,people who own a washing machine don't realize how lucky they are... my back hurts 
4,1981014860,Sun May 31 08:13:02 PDT 2009,NO_QUERY,sammi518,lazy sunday....it's beautiful outside  might do some shopping and/or just realx all day!
0,2058530709,Sat Jun 06 15:07:29 PDT 2009,NO_QUERY,DDaaniela,@Calvas  eish que mau.. 
0,1469064008,Tue Apr 07 05:03:17 PDT 2009,NO_QUERY,joshfahrner,"@tylertorment This is messed up, possibly to block the Sling Box with any service that AT&amp;T is going to offer "
0,1835722000,Mon May 18 06:36:52 PDT 2009,NO_QUERY,laryssapopov,will not sleep early tonight.. i LOVE programming. (and I'm not programming tonight  ) #3turnoffwords Am not programming
4,2063642937,Sun Jun 07 03:30:02 PDT 2009,NO_QUERY,madziapek,@leverette who said that heaven is up high? 
0,1990545954,Mon Jun 01 05:09:04 PDT 2009,NO_QUERY,andy011,with a broken leg 
4,2046196207,Fri Jun 05 11:49:56 PDT 2009,NO_QUERY,DanielleJDRN,I am awake! I know i know Youre excited 
4,2183126277,Mon Jun 15 14:04:51 PDT 2009,NO_QUERY,Ennysek,Gonna write The Game With The Time.  And after it? Sleep! =D
4,2044291511,Fri Jun 05 09:08:43 PDT 2009,NO_QUERY,broskiii,ty for all the FF people  much love. ill return favor later. i gatta head to work
4,2053186147,Sat Jun 06 03:36:41 PDT 2009,NO_QUERY,Lorling,@okse @jenk28 Hi there!  Tks for the follow! 
0,2193091485,Tue Jun 16 07:59:10 PDT 2009,NO_QUERY,autumnisftw,I can't find the box of tissues..  Doctor later..finally!! 
4,1822794699,Sat May 16 20:24:15 PDT 2009,NO_QUERY,charod,BESTBUY @LesleyER @NaomiER * May 26th ..can't wait &gt;&gt; view site   http://twurl.nl/vy4g1t
4,2054048980,Sat Jun 06 06:25:31 PDT 2009,NO_QUERY,kjones_07,@therealpickler I kno right..! Bama rules!!! 
0,2219235858,Thu Jun 18 00:05:21 PDT 2009,NO_QUERY,anthonyro,@andiiii_ I like it. and @ everyone else; Old episodes of family guy = 
4,1972115344,Sat May 30 08:35:25 PDT 2009,NO_QUERY,wwwjeffmayca,@MarathonMaritza good luck tomorrow babe  will be thinking about ya
0,2064704968,Sun Jun 07 06:58:15 PDT 2009,NO_QUERY,HollyW87,I miss my girls already  just watched Twilight for the millionth time and am a total emotional wreck!
4,2062776096,Sun Jun 07 00:15:37 PDT 2009,NO_QUERY,FireNize,I spend far too much time thinking about Otherland I need a praying mantis macro for the torture of a friend. Deliver please. 
4,1970579720,Sat May 30 04:25:57 PDT 2009,NO_QUERY,Georgie_S,Going out in a minute to make the most of the sun 
4,1997196161,Mon Jun 01 16:25:27 PDT 2009,NO_QUERY,LaineyHannah,@beksxx because ur my friend 
4,1793052428,Thu May 14 01:11:28 PDT 2009,NO_QUERY,miragelamb,"@MariahCarey mc, are you going to release Migrate?... i love that song.. it's a.s.g.s.h.w. ;) LOVE YAH  God bless ;)"
4,1978622033,Sat May 30 23:56:02 PDT 2009,NO_QUERY,spiritblooms,"@spiritcaat http://tinyurl.com/mkmm4q Here's link to Tara, my little furball. Her new brother will be duly immortalized soon I'm sure. "
4,1991871959,Mon Jun 01 07:48:41 PDT 2009,NO_QUERY,icharamsen,oooohh my dream boy is come to my life 
4,1794784098,Thu May 14 06:33:09 PDT 2009,NO_QUERY,abbyharenberg,Good morning/evening everyone!   how is everyone doing today? 
4,1970561259,Sat May 30 04:21:33 PDT 2009,NO_QUERY,sanjive01,@shefaly True  That's the naivety  in me speaking..if people chose to live with something they must tolerate / like them 
0,2230198247,Thu Jun 18 16:46:33 PDT 2009,NO_QUERY,andy065, one hour and fifteen minutes til im free and get to go home #lame
0,1792634830,Wed May 13 23:44:40 PDT 2009,NO_QUERY,Per_Iscritto,@VirtueIMC oh no...that sucks!  I'll be there next week to cheer them on!
4,1960478694,Fri May 29 08:01:41 PDT 2009,NO_QUERY,NerdiGirl,@joeltelling thank you 
0,2183500231,Mon Jun 15 14:35:26 PDT 2009,NO_QUERY,jshreve,"@MinDelicious tornadoes suck, they are so unpredictable. "
0,2069676828,Sun Jun 07 16:19:15 PDT 2009,NO_QUERY,Onlytrueblue,@ocho01 ...I can't get on there 
4,1999993247,Mon Jun 01 21:12:10 PDT 2009,NO_QUERY,gisuck,@DinsterDobbins thanks again  and that I will.... I gotta get out this afternoon and get me some toys to play with.
4,2061330741,Sat Jun 06 20:38:45 PDT 2009,NO_QUERY,diladilo,@lanalanamf @cubida @nickitanicki @alderina hey thanks for following ya 
0,2067758966,Sun Jun 07 12:54:37 PDT 2009,NO_QUERY,juniperous,Never making toad in the hole again - can't take the disappointment when it doesn't rise. 
0,2236252038,Fri Jun 19 03:13:41 PDT 2009,NO_QUERY,fuzzy_panda17,#inaperfectworld you'd like me back 
4,1468088458,Mon Apr 06 23:39:02 PDT 2009,NO_QUERY,blackkoi22,"we're growing grass this easter, what have you done?  go green, remember this is our one and only home "
0,1968013685,Fri May 29 20:36:24 PDT 2009,NO_QUERY,B_Style_P,Dang so I guess Kobe made it to the Finals afterall 
4,1685282109,Sat May 02 23:44:44 PDT 2009,NO_QUERY,JealousJulie,Just left Red Balloon. Did some Killers  headed to uglys joes.
4,2064272018,Sun Jun 07 05:47:05 PDT 2009,NO_QUERY,perrywasright,yeah.  JUNE 15. start of classes. thank you swine flu or was it the weather? )
4,2063033578,Sun Jun 07 01:08:03 PDT 2009,NO_QUERY,tweeteradder13,@stlmate Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,1975504506,Sat May 30 15:17:55 PDT 2009,NO_QUERY,juju2095,@jordanknight I'll go pack for you..! 
0,1825787858,Sun May 17 06:50:28 PDT 2009,NO_QUERY,cheeseyfries,@Potato_Chip awesome!! I work all day!!! 
4,1824544567,Sun May 17 01:50:50 PDT 2009,NO_QUERY,never_say_die,"watching movie deep impact , downloading  &quot;My super ex girlfriend&quot; "
4,1960231947,Fri May 29 07:38:09 PDT 2009,NO_QUERY,JaiMami,@esanchez01 all you need is an ipod.  still jamming to kinito!
4,2175386479,Mon Jun 15 00:50:39 PDT 2009,NO_QUERY,shiggz,guess what my fav. show is  [24] i juss bought season 7. currently layin down watching 1 disc at a time. i need 2 go 2 sleep.work n AM
0,1753665215,Sun May 10 02:47:40 PDT 2009,NO_QUERY,RhysDavies1992,That's just great!! I'm stuck inside doing work when it is a really nice day.  
4,1695545617,Mon May 04 06:23:54 PDT 2009,NO_QUERY,jayehaynes,yay for my very last class of the semester! 
0,2237876203,Fri Jun 19 06:29:45 PDT 2009,NO_QUERY,_JoAniMaL,Ow. Ow. Ow..... 
4,1828022115,Sun May 17 11:55:53 PDT 2009,NO_QUERY,wrigleygirl,@emokidsloveme at your service and right back atcha! 
4,1826177265,Sun May 17 07:52:40 PDT 2009,NO_QUERY,aimeegent,I am eating a pot noodle and doing homework and watching Eastenders - I know its sad lol 
0,2186947788,Mon Jun 15 19:34:07 PDT 2009,NO_QUERY,staceysakai,My AIM account doesn't work wtf 
4,1962159488,Fri May 29 10:36:54 PDT 2009,NO_QUERY,Rawrrgasmic,@TVFanUK Happy as a pig in Shiiiit  hehe
0,2188879273,Mon Jun 15 22:45:23 PDT 2009,NO_QUERY,Courtney_0_o,There is no moon tonight! 
0,2328074038,Thu Jun 25 09:08:13 PDT 2009,NO_QUERY,theresac,"Also, why am I so defensive about my humorless feminism? "
0,2242177946,Fri Jun 19 11:52:04 PDT 2009,NO_QUERY,lindseygetagrip,"Headed out to Merrill/Hemlock for the weekend. Kersti's grad party tmrw! &lt;33 It's gonna be a great weekend, but no internet to twitter "
4,1696177162,Mon May 04 07:46:02 PDT 2009,NO_QUERY,DonyaMaries,@ejhildreth  I like it!
4,1685103057,Sat May 02 23:04:26 PDT 2009,NO_QUERY,xoMusicLoverxo,"@StDAY Haha, that's fine. I was only giving you crap. Thank you though.  "
4,1989392149,Mon Jun 01 01:22:13 PDT 2009,NO_QUERY,_elj,@snowandsunshine Thanks for that link 
4,2192466925,Tue Jun 16 07:04:53 PDT 2009,NO_QUERY,PattiAnnx3,I want a MacBook...or a laptop...please. 
0,1985091639,Sun May 31 16:24:49 PDT 2009,NO_QUERY,SherryOG,Hasn't had a good cup of coffee in a while 
4,1980944952,Sun May 31 08:03:19 PDT 2009,NO_QUERY,stalebetty,&lt;3 phone call from my sweet beast. he sounds good. 
0,1993969615,Mon Jun 01 11:12:29 PDT 2009,NO_QUERY,Jbout,@alsty  In other words when I said free I meant not really.  
4,1983118898,Sun May 31 12:32:25 PDT 2009,NO_QUERY,cindygolding,"@bmx4ever: Yes my friend, I'm a Dreamer &amp; I always dream Big! Fortunately for us, there are only  two choices .. my guy wins in 3 sets!  "
0,2051155148,Fri Jun 05 19:57:49 PDT 2009,NO_QUERY,adri92,watching old europe videos 
4,1991171316,Mon Jun 01 06:32:23 PDT 2009,NO_QUERY,ZacZero,"@redkatblonde I'd ask about your Thursday, but I don't think my brain would be able to understand. "
0,2197489741,Tue Jun 16 13:51:09 PDT 2009,NO_QUERY,fabuliz,@mrmajestyk do I fail for having no clue what that is/means? 
0,2302278164,Tue Jun 23 16:35:07 PDT 2009,NO_QUERY,amianda,"@glxp weird. I just unfollowed and then immediately refollowed and waited a day, problem solved. Sorry "
4,2051968549,Fri Jun 05 23:16:56 PDT 2009,NO_QUERY,MelissaWOOF,Tyson itter is sexy   ILY housebunny .  AAR (L)
4,2061847019,Sat Jun 06 21:45:02 PDT 2009,NO_QUERY,rilchicago683,"watching the finale of the biggest loser couples, the youngest and heaviest contestant mike is in the final 3 and is such a cutie!!!  haha"
4,1685824926,Sun May 03 02:16:37 PDT 2009,NO_QUERY,maialideth,@Autisten good luck 
0,2018585461,Wed Jun 03 10:11:36 PDT 2009,NO_QUERY,elliesiann,new moon trailer? disappointing 
0,2048936255,Fri Jun 05 16:01:18 PDT 2009,NO_QUERY,Teyalistic,@thatgirlcathy yea finals week is next week 
0,2201910205,Tue Jun 16 20:57:19 PDT 2009,NO_QUERY,supimalexis,"The sad thing is, it was real "
4,1828039073,Sun May 17 11:58:00 PDT 2009,NO_QUERY,bryanlarson,A classic sunday... Good preaching...Then fried chicken! Life is good! 
4,1989426963,Mon Jun 01 01:29:59 PDT 2009,NO_QUERY,marylovesnicky,@villykassiou   that  was  such amazing  day    they  year  went  quick  
4,1881201127,Fri May 22 03:56:14 PDT 2009,NO_QUERY,Catalli,Is ready to take Friday by storm!!!! 
4,2013576962,Tue Jun 02 23:01:16 PDT 2009,NO_QUERY,joybethlyons,"GG3 comes out next Tuesday!!!!!! I so can't wait! Juju, Rachel, and I are dressing up as Gallagher Girls for the occasion. "
4,1984087013,Sun May 31 14:25:01 PDT 2009,NO_QUERY,youreyesdontlie,@bekasaur HAHAHHA :L i fucking love that guy. im'a stalk him @ T4.  he'd better be prepared! 
0,1834911516,Mon May 18 04:35:28 PDT 2009,NO_QUERY,FlidMaster,"lovely day off today, but have to go to the dentists "
4,1961634013,Fri May 29 09:48:24 PDT 2009,NO_QUERY,salpi1,cutting my cats guts out 
4,1967287587,Fri May 29 19:18:18 PDT 2009,NO_QUERY,2minuteswithava,"Sending a new batch of cool videos to our VA to upload. Whew! 10 in all, you guys keep me busy! Should cover during my vacation "
4,2015209513,Wed Jun 03 04:01:32 PDT 2009,NO_QUERY,irishprincess41,@TwoSteppinAnt yep! uploaded them to FB last night! (and fonz even commented on one!  )
4,1972825471,Sat May 30 09:57:38 PDT 2009,NO_QUERY,LisaBraithwaite,@ZimmerJohn Of course! I need to go check mine to see what crazy follows I've attracted since yesterday. 
0,2056233511,Sat Jun 06 10:46:13 PDT 2009,NO_QUERY,JackiLewis,it's a beautiful day and I feel sick. 
0,2016878774,Wed Jun 03 07:30:25 PDT 2009,NO_QUERY,drwhogurl,@cpauwels  wait were you at rock werchter 2007! i was i saw mcr there and muse and marilyn manson  unfortunately.
0,2225310632,Thu Jun 18 10:33:56 PDT 2009,NO_QUERY,keethu1,I'm on my plane to India ! Gonna miss alot of people 
0,1754258363,Sun May 10 05:37:04 PDT 2009,NO_QUERY,stlgamergirl,Awww man!  NBC is canceling Life  :http://www.tv.com/story/14491.html?ref_story_id=14491&amp;ref_type=1101&amp;ref_name=story
4,2063315693,Sun Jun 07 02:10:14 PDT 2009,NO_QUERY,SarahREii,reading Breaking Dawn 
4,2051892579,Fri Jun 05 23:04:37 PDT 2009,NO_QUERY,Listersmate,"@ddubscovergirl I usually get naps in, in the afternoons...I can't function without one. "
4,1556014476,Sat Apr 18 21:22:19 PDT 2009,NO_QUERY,pasblondie,@mmaetighe thank you soo much!! that is very sweet. brightened my mood 
4,2001214665,Tue Jun 02 00:10:52 PDT 2009,NO_QUERY,PhillyBtv,"@thetasjasachs wowzers!!  Get some sleep yo, yous gots a movie to make tomorrow.  "
0,2244308888,Fri Jun 19 14:34:38 PDT 2009,NO_QUERY,dana_hunter,@pinkshaya thinks the ending to layer cake is stupid 
4,1976721845,Sat May 30 18:52:15 PDT 2009,NO_QUERY,Collin_Wolfboy,@EllabellCullen3 I love you too! 
0,2178482058,Mon Jun 15 07:45:58 PDT 2009,NO_QUERY,erfi,@kudanmarco yup.. Just happen today without any warning or announcement.. 
4,1986028531,Sun May 31 18:12:31 PDT 2009,NO_QUERY,_MissE_,Platinum status on Club Nintendo after all registering done. 
4,1754601034,Sun May 10 06:48:47 PDT 2009,NO_QUERY,Squishtof,"@thelight1 combined studies of History, Psychology + Sociology access course and probably History Degree after  wanna go 2 Falmouth Uni "
4,1825083441,Sun May 17 04:16:13 PDT 2009,NO_QUERY,Lostdwarf,2/2 ide say it was a good weekend....then again it's not over yet!!! 
4,2002105839,Tue Jun 02 03:09:44 PDT 2009,NO_QUERY,newtypeshadow,Just ran an impromptu RPG for RA to cement her character backstory and acquaint myself with next week's game universe. We both had fun. 
0,2001902772,Tue Jun 02 02:28:30 PDT 2009,NO_QUERY,DaveP_Twit,"Sitting in on our System Architect training for other detps, odd how Anti the  delegates are. "
